longitude,latitude,label,red_mean,red_std,red_min,red_max,red_p10,red_p90,red_amp,nir_mean,nir_std,nir_min,nir_max,nir_p10,nir_p90,nir_amp,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_p10,ndvi_p90,ndvi_amp
-59.93063270105155,-6.148804394003509,Disturbio,0.029045123016354105,0.01955840096947864,0.0097,0.1112,0.017700000096574006,0.03533600560445474,0.10149999999999999,0.2747563606947891,0.038201970279516995,0.14200000000000002,0.3416,0.24925980548530388,0.31674996510824666,0.1996,0.8158966800316878,0.09912491348665574,0.3839335180055402,0.8756127450980393,0.7910279968898913,0.8722597922081355,0.4916792270924991
-59.90357840490484,-6.141739905184939,Disturbio,0.025793908985998776,0.01065859076388344,0.016399999999999998,0.05410000000000001,0.01707000022166651,0.0417228466935922,0.03770000000000001,0.3122051896103702,0.024302921344761086,0.28590000000000004,0.37450000000000006,0.29150001791976754,0.35370997613013916,0.08860000000000001,0.8510255522920087,0.0524133465417869,0.7011049723756905,0.8951071314358812,0.7763450664452616,0.8895944798878292,0.1940021590601907
-59.94386540277806,-6.0594544300048545,Disturbio,0.05890041791105642,0.024975932399103614,0.024800000000000003,0.1278,0.036019997490277574,0.09253999788569228,0.103,0.2160278204549158,0.059633777487612664,0.1311,0.3732,0.14220006414632594,0.26919998534697476,0.24209999999999998,0.5556032122621185,0.21862616883210106,0.22925457102672292,0.7528542646071189,0.2468000146190929,0.7441751489809599,0.5235996935803959
-59.94214063317199,-6.145836581716374,Disturbio,0.036611103469552986,0.02291405560162055,0.018600000000000005,0.1124,0.020400002113417127,0.06432000000000002,0.0938,0.34152917506779107,0.06896293514744554,0.21930000000000002,0.4851000000000001,0.2688000064498767,0.42461996928015705,0.26580000000000004,0.8106414029774396,0.10207559031124203,0.46931067044381497,0.8929889298892989,0.738366762787683,0.8772830997941732,0.42367825944548393
-59.92335350267065,-6.1309707874094626,Disturbio,0.029537095229752654,0.01223960965915714,0.0169,0.0902,0.018770006733161714,0.03983499760180105,0.0733,0.31106432245061555,0.0316975308933801,0.26460000000000006,0.36050000000000004,0.2723000006187496,0.3519999867783594,0.09589999999999999,0.83179794167208,0.04814048471826445,0.5883158375171155,0.8799289520426288,0.7915307859355059,0.8733369257185312,0.2916131145255133
-59.913076598947896,-6.116979922862139,Disturbio,0.02697474091197315,0.01846478296793749,0.015,0.099,0.016380004899285157,0.04700000000000004,0.084,0.3182737529699583,0.03055025407105169,0.24840000000000004,0.3668,0.2847200025554625,0.359284968721249,0.11839999999999998,0.8453722458177023,0.10363931856161145,0.4300518134715026,0.9057652911911033,0.7674894531080202,0.8987284354344541,0.47571347771960065
-59.95830431456076,-6.1030758124036915,Disturbio,0.02869568356293707,0.011782325839304825,0.017,0.06359999999999999,0.019140000247499844,0.04514973292891519,0.04659999999999999,0.2843517786531263,0.04743356180080753,0.2231,0.36550000000000005,0.23310000386480453,0.3523599965081663,0.14240000000000005,0.8212613866328599,0.04811500426306497,0.6499724821133738,0.8733982573039467,0.7547222893964178,0.8536237488042407,0.22342577519057294
-59.92994421972274,-6.107167175574973,Disturbio,0.06551273396901296,0.01845337782585051,0.019600000000000006,0.12,0.046150014339031833,0.08828000459434915,0.10039999999999999,0.20042708255848193,0.0793879207791015,0.09659999999999999,0.35930000000000006,0.10079998785498014,0.29021999365974865,0.26270000000000004,0.4553020119055103,0.2438870824853068,0.09372156505914471,0.8538404175988069,0.11935108221192055,0.6879485406362935,0.7601188525396622
-59.9399632666477,-6.097182648014683,Disturbio,0.07254479335374693,0.026383170610105075,0.024499999999999994,0.1388,0.045253330314329133,0.10460000000000001,0.11430000000000001,0.21417584704802467,0.05681784610573336,0.1302,0.32710000000000006,0.1456000016932863,0.28396666639946505,0.19690000000000005,0.46847128977609054,0.22729992074867542,0.06405933917734327,0.8606370875995452,0.18109566602717297,0.7172723743735209,0.7965777484222019
-59.96989314256045,-6.074288084796405,Disturbio,0.0313939716954064,0.012741670567838856,0.023400000000000004,0.10800000000000001,0.023400005212500435,0.03797143695324372,0.08460000000000001,0.34330126772435987,0.02121984105689494,0.3093,0.3909,0.321999981664379,0.3803857140280722,0.0816,0.8343862739352365,0.0565609086483744,0.4823867721063983,0.8679085520745132,0.8113607222199393,0.8673580793935446,0.38552177996811493
